date,open,high,low,close,volume,hold,settle,symbol
2024-06-03,563.38,564.88,552.22,555.22,31429,88010,557.22,AU2412
2024-06-04,557.26,561.3,556.18,560.04,21607,89434,559.06,AU2412
2024-06-05,558.0,559.22,553.26,557.18,20651,89214,556.08,AU2412
2024-06-06,559.62,567.98,557.78,565.8,27136,91287,563.32,AU2412
2024-06-07,563.02,569.4,562.28,565.88,26698,92326,566.06,AU2412
2024-06-11,550.0,552.2,547.8,548.84,23687,90285,549.54,AU2412
2024-06-12,552.0,552.66,549.6,552.08,17994,90863,551.5,AU2412
2024-06-13,557.0,557.66,549.84,552.2,26116,91312,553.74,AU2412
2024-06-14,554.04,554.04,547.26,551.88,17869,91535,550.7,AU2412
2024-06-17,555.82,556.98,552.74,553.2,18493,92141,555.0,AU2412
2024-06-18,553.98,555.42,552.18,553.96,17793,92334,554.12,AU2412
2024-06-19,553.04,556.56,552.56,556.02,17553,93177,555.06,AU2412
2024-06-20,556.18,561.2,555.08,560.8,17446,93565,558.22,AU2412
2024-06-21,559.96,565.54,559.5,563.36,27268,97094,563.28,AU2412
2024-06-24,564.68,565.32,554.3,555.14,31630,97522,557.7,AU2412
2024-06-25,555.36,558.18,555.32,556.28,17214,97978,556.32,AU2412
2024-06-26,556.2,556.8,550.28,552.32,33265,99177,553.34,AU2412
2024-06-27,551.78,552.08,547.82,549.34,30406,99765,549.06,AU2412
2024-06-28,554.0,555.68,552.8,555.46,24598,100936,554.26,AU2412
2024-07-01,557.6,557.92,553.5,555.6,22063,103198,555.5,AU2412
2024-07-02,556.78,557.24,554.4,556.62,16453,104607,556.26,AU2412
2024-07-03,556.46,560.38,555.2,560.02,21846,108576,557.36,AU2412
2024-07-04,562.18,564.68,561.02,562.64,26918,112763,563.08,AU2412
2024-07-05,563.0,564.4,562.0,564.04,15626,114788,563.38,AU2412
2024-07-08,565.5,569.96,564.98,565.2,32384,117114,567.38,AU2412
2024-07-09,564.66,566.16,560.0,563.12,24761,118486,563.5,AU2412
2024-07-10,562.5,565.72,560.36,565.58,27411,119613,563.44,AU2412
2024-07-11,566.8,568.76,565.4,567.62,26088,121116,567.02,AU2412
2024-07-12,572.18,574.88,569.0,570.76,46930,124988,571.92,AU2412
2024-07-15,569.04,573.62,568.56,570.6,29283,127560,571.26,AU2412
2024-07-16,572.8,577.04,571.78,576.94,42930,132889,575.16,AU2412
2024-07-17,576.38,587.88,576.38,583.56,63089,130885,582.22,AU2412
2024-07-18,584.3,586.22,577.56,583.46,54461,132445,582.04,AU2412
2024-07-19,581.5,582.5,565.68,568.0,77474,128133,574.3,AU2412
2024-07-22,564.0,569.48,561.84,567.48,58392,130197,565.96,AU2412
2024-07-23,565.96,569.0,563.32,564.78,50334,130900,565.72,AU2412
2024-07-24,567.48,572.12,566.18,571.9,47154,137191,569.42,AU2412
2024-07-25,572.76,573.6,555.82,557.34,101682,130021,562.6,AU2412
2024-07-26,556.86,561.26,552.7,559.42,69718,133033,557.16,AU2412
2024-07-29,560.92,566.56,559.82,563.38,49885,134472,562.84,AU2412
2024-07-30,563.92,564.58,557.58,564.2,46324,135879,561.86,AU2412
2024-07-31,562.98,570.5,561.5,568.34,58669,139860,565.96,AU2412
2024-08-01,568.36,575.52,567.56,572.96,56098,143719,571.7,AU2412
2024-08-02,574.26,576.3,570.3,575.86,54953,147887,573.8,AU2412
2024-08-05,576.24,577.08,556.6,561.8,130966,146705,564.74,AU2412
2024-08-06,549.0,560.64,547.0,555.84,119541,147608,554.0,AU2412
2024-08-07,553.98,558.88,553.5,557.74,81783,144455,555.94,AU2412
2024-08-08,559.4,559.8,554.64,557.52,49881,145405,557.06,AU2412
2024-08-09,560.66,564.76,558.9,562.24,53900,143446,562.04,AU2412
2024-08-12,563.74,567.1,561.58,566.98,44417,142762,564.34,AU2412
2024-08-13,568.66,574.5,567.62,571.02,56882,145604,570.96,AU2412
2024-08-14,571.04,572.1,566.66,570.0,47768,145652,569.76,AU2412
2024-08-15,569.76,570.08,563.16,568.74,55230,146775,566.6,AU2412
2024-08-16,566.68,571.5,564.78,569.42,52121,146157,568.92,AU2412
