date,open,high,low,close,volume,hold,settle,symbol
2023-09-28,67060.0,67250.0,66880.0,67030.0,175,1541,66990.0,CU2405
2023-10-09,67120.0,67170.0,66970.0,67110.0,104,1589,67100.0,CU2405
2023-10-10,66980.0,67000.0,66200.0,66240.0,560,1905,66630.0,CU2405
2023-10-11,65960.0,66610.0,65950.0,66580.0,450,2124,66320.0,CU2405
2023-10-12,66470.0,66700.0,66200.0,66660.0,196,2207,66420.0,CU2405
2023-10-13,66490.0,66490.0,65910.0,66360.0,136,2214,66160.0,CU2405
2023-10-16,66180.0,66450.0,65800.0,66450.0,332,2317,66160.0,CU2405
2023-10-17,66170.0,66380.0,65770.0,65770.0,391,2495,66060.0,CU2405
2023-10-18,65880.0,66710.0,65780.0,66570.0,266,2484,66440.0,CU2405
2023-10-19,66550.0,66550.0,66110.0,66300.0,164,2528,66340.0,CU2405
2023-10-20,66520.0,66580.0,65950.0,65970.0,186,2590,66300.0,CU2405
2023-10-23,66040.0,66250.0,65590.0,65650.0,347,2761,65790.0,CU2405
2023-10-24,65920.0,66400.0,65790.0,66360.0,244,2767,66130.0,CU2405
2023-10-25,66320.0,66920.0,66290.0,66820.0,372,2779,66660.0,CU2405
2023-10-26,66620.0,66640.0,66280.0,66440.0,154,2795,66470.0,CU2405
2023-10-27,66480.0,66720.0,66280.0,66700.0,191,2830,66420.0,CU2405
2023-10-30,66930.0,67280.0,66930.0,67240.0,323,2864,67120.0,CU2405
2023-10-31,67680.0,67680.0,67020.0,67210.0,190,2906,67260.0,CU2405
2023-11-01,67120.0,67270.0,66950.0,67120.0,275,2923,67070.0,CU2405
2023-11-02,67310.0,67580.0,67240.0,67300.0,472,3037,67380.0,CU2405
2023-11-03,67490.0,67760.0,67370.0,67710.0,146,3041,67610.0,CU2405
2023-11-06,67340.0,67500.0,67220.0,67480.0,786,3698,67370.0,CU2405
2023-11-07,67480.0,67720.0,67290.0,67290.0,759,4210,67530.0,CU2405
2023-11-08,67100.0,67350.0,67010.0,67320.0,282,4260,67180.0,CU2405
2023-11-09,67230.0,67360.0,66750.0,66890.0,406,4374,66940.0,CU2405
2023-11-10,66900.0,67200.0,66830.0,67000.0,518,4536,66980.0,CU2405
2023-11-13,66810.0,66910.0,66420.0,66890.0,543,4780,66680.0,CU2405
2023-11-14,67040.0,67280.0,66950.0,67210.0,667,4810,67100.0,CU2405
2023-11-15,67330.0,67570.0,67200.0,67350.0,903,5360,67360.0,CU2405
2023-11-16,67510.0,67680.0,67380.0,67570.0,576,5630,67490.0,CU2405
2023-11-17,67570.0,67720.0,67210.0,67420.0,404,5705,67460.0,CU2405
2023-11-20,67420.0,67540.0,67240.0,67410.0,391,5656,67380.0,CU2405
2023-11-21,67480.0,68070.0,67400.0,67870.0,491,5692,67840.0,CU2405
2023-11-22,67870.0,67970.0,67570.0,67690.0,485,5564,67800.0,CU2405
2023-11-23,67690.0,67740.0,67320.0,67570.0,403,5527,67560.0,CU2405
2023-11-24,67570.0,67890.0,67550.0,67820.0,913,5955,67690.0,CU2405
2023-11-27,67770.0,67970.0,67550.0,67920.0,517,6019,67800.0,CU2405
2023-11-28,67730.0,67770.0,67460.0,67500.0,566,6242,67620.0,CU2405
2023-11-29,67650.0,68160.0,67650.0,67880.0,935,6272,67890.0,CU2405
2023-11-30,67930.0,68180.0,67740.0,68000.0,902,6632,67950.0,CU2405
2023-12-01,67810.0,68270.0,67700.0,68060.0,1050,6782,68080.0,CU2405
2023-12-04,68530.0,68930.0,68310.0,68360.0,1280,6946,68540.0,CU2405
